,Entropy Values
0,0.44755238749974513
1,0.5039008736675261
2,0.4532995139365267
3,0.9988337904886181
4,1.0263022911251407
5,1.0055060514947685
6,1.0329595857615803
7,0.9780375508582458
8,1.0055060514947685
9,0.8574835602896604
10,0.9125832745507809
11,0.8574835602896604
12,0.9068361481139995
13,0.22112476513947946
14,0.24942925446016345
15,0.24942925446016345
16,0.22112476513947946
17,0.22112476513947946
18,0.1928080826382604
19,0.1928080826382604
20,0.24436047878604125
21,0.8764700984530969
22,0.7989462353523373
23,0.8093187654512937
24,0.8234262194321724
25,0.8511832315583125
26,0.8511832315583125
27,0.8511832315583125
28,0.8511832315583125
29,0.8511832315583125
30,0.8202783824141646
31,0.8202783824141646
32,0.7925213702880247
33,0.6389338393505899
34,0.5689151374645645
35,0.540994189152605
36,0.5689151374645645
37,0.5689151374645645
38,0.5689151374645645
39,0.5689151374645645
40,0.5689151374645645
41,0.5689151374645645
42,0.5689151374645645
43,0.5689151374645645
44,0.5689151374645645
45,0.5689151374645645
46,0.540994189152605
47,0.540994189152605
48,0.540994189152605
49,0.540994189152605
50,0.540994189152605
51,0.540994189152605
52,0.540994189152605
53,1.3862987137895368
54,1.418080034635068
55,1.418080034635068
56,1.418080034635068
57,1.4881066924630633
58,1.5140804947376703
59,1.5140804947376703
60,1.5140804947376703
61,1.5140804947376703
62,1.5140804947376703
63,0.6786315035931425
64,0.6468501827476112
65,0.6468501827476112
66,0.6468501827476112
67,0.5689151374645645
68,0.5689151374645645
69,0.5689151374645645
70,0.6749567209736591
71,0.7027965114752277
72,0.7027965114752277
73,0.7027965114752277
74,0.7027965114752277
75,0.7027965114752277
76,0.7027965114752277
77,0.6749567209736591
78,0.6749567209736591
79,0.6749567209736591
80,0.5968226693278464
81,0.5968226693278464
82,0.5968226693278464
83,0.5968226693278464
84,0.5968226693278464
85,0.5968226693278464
86,0.5968226693278464
87,0.5968226693278464
88,0.5968226693278464
89,0.5968226693278464
90,0.5689151374645645
91,0.5689151374645645
92,0.5689151374645645
93,0.5689151374645645
94,0.5689151374645645
95,0.5689151374645645
96,0.5689151374645645
97,0.5689151374645645
98,0.5689151374645645
99,0.5689151374645645
100,0.5689151374645645
101,0.5689151374645645
102,0.5689151374645645
103,0.5689151374645645
104,0.5689151374645645
105,0.5689151374645645
106,0.5689151374645645
107,0.5689151374645645
108,0.5689151374645645
109,0.6389338393505899
110,0.6389338393505899
111,0.6389338393505899
112,0.6668008593696291
113,0.6668008593696291
114,0.6668008593696291
115,0.6668008593696291
116,0.6668008593696291
117,0.6668008593696291
118,0.7224940774875073
119,0.6525973091843928
120,0.6525973091843928
121,0.6525973091843928
122,0.6435419394311417
123,0.6435419394311417
124,0.6435419394311417
125,0.6435419394311417
126,0.6435419394311417
127,0.6435419394311417
128,0.5877403357133064
129,0.6377948129943602
130,0.6656753809963534
131,0.6656753809963534
132,0.6468501827476112
133,0.6468501827476112
134,0.7246632944477472
135,0.7524894028274319
136,0.7524894028274319
137,0.7524894028274319
138,0.7524894028274319
139,0.7343519512284915
140,0.7064985236121817
141,0.7621917417300601
142,0.7621917417300601
143,0.7621917417300601
144,0.684378630029924
145,0.684378630029924
146,0.7122456500489632
147,0.7122456500489632
148,0.7122456500489632
149,0.680464329203432
150,0.7083177568197419
151,0.671422507433135
152,0.6435419394311417
153,0.6435419394311417
154,0.6435419394311417
155,0.6156478675765884
156,0.5877403357133064
157,0.5877403357133064
158,0.6377948129943602
159,0.6377948129943602
160,0.609900741139807
161,0.5910755428910648
162,0.5910755428910648
163,0.5910755428910648
164,0.5910755428910648
165,0.5910755428910648
166,0.5910755428910648
167,0.5910755428910648
168,0.5689151374645645
169,0.5968226693278463
170,0.5968226693278463
171,0.5968226693278463
172,0.6468501827476112
173,0.7025706303829602
174,0.7025706303829602
175,0.7025706303829602
176,0.7304104208845288
177,0.8001840483022771
178,0.7723854403830068
179,0.7445730594304105
180,0.8001840483022771
181,0.8001840483022771
182,0.7503201858671922
183,0.7723854403830069
184,1.0194916514517516
185,1.047077976850515
186,1.0194916514517514
187,1.0377529409371915
188,1.0377529409371915
189,1.1067609645039342
190,1.0516612502428138
191,1.0792184319034661
192,1.2719950360337022
193,2.524137036027962
194,2.345505223731983
195,2.5930599297013566
